model,landscape,replicate,fixed_site,data_split,mean_absolute_effects
blstm,k5,r2,1,E,0.16231704
blstm,k5,r2,1,F,0.15768778
blstm,k5,r2,1,D,0.15915692
blstm,k5,r2,1,G,0.16004205
blstm,k5,r2,2,C,0.15950157
blstm,k5,r2,2,E,0.16056849
blstm,k5,r2,2,F,0.15894163
blstm,k5,r2,2,D,0.16049111
blstm,k5,r2,2,G,0.16072531
blstm,k5,r2,3,C,0.15967755
blstm,k5,r2,3,E,0.16286497
blstm,k5,r2,3,F,0.16044398
blstm,k5,r2,3,D,0.16152732
blstm,k5,r2,3,G,0.16055043
blstm,k5,r2,4,C,0.16266532
blstm,k5,r2,4,E,0.1597616
blstm,k5,r2,4,F,0.16263634
blstm,k5,r2,4,D,0.16139993
blstm,k5,r2,4,G,0.15815108
blstm,k5,r2,5,C,0.1605919
blstm,k5,r2,5,E,0.16024975
blstm,k5,r2,5,F,0.15973724
blstm,k5,r2,5,D,0.15960234
blstm,k5,r2,5,G,0.16021147
cnn,k0,r5,0,C,0.065953836
cnn,k0,r5,0,E,0.20926572
cnn,k0,r5,0,F,0.13767095
cnn,k0,r5,0,D,0.018516796
cnn,k0,r5,0,G,0.026887167
cnn,k0,r5,1,C,0.15820572
cnn,k0,r5,1,E,0.103807
cnn,k0,r5,1,F,0.083634384
cnn,k0,r5,1,D,0.0007388553
cnn,k0,r5,1,G,0.080022685
cnn,k0,r5,2,C,0.018834224
cnn,k0,r5,2,E,0.03706935
cnn,k0,r5,2,F,0.057612713
cnn,k0,r5,2,D,0.0026267162
cnn,k0,r5,2,G,0.0884459
cnn,k0,r5,3,C,0.097211346
cnn,k0,r5,3,E,0.10333085
cnn,k0,r5,3,F,0.07708268
cnn,k0,r5,3,D,0.16658758
cnn,k0,r5,3,G,0.10435043
cnn,k0,r5,4,C,0.026050717
cnn,k0,r5,4,E,0.008586517
cnn,k0,r5,4,F,0.0071242736
cnn,k0,r5,4,D,0.13546696
cnn,k0,r5,4,G,0.012230428
cnn,k0,r5,5,C,0.03099595
cnn,k0,r5,5,E,0.017312061
cnn,k0,r5,5,F,0.06437873
cnn,k0,r5,5,D,0.04597736
cnn,k0,r5,5,G,0.107806295
cnn,k0,r4,0,C,0.032262083
cnn,k0,r4,0,E,0.031086477
cnn,k0,r4,0,F,0.08901338
cnn,k0,r4,0,D,0.04232037
cnn,k0,r4,0,G,0.087184906
cnn,k0,r4,1,C,0.18132819
cnn,k0,r4,1,E,0.09087613
cnn,k0,r4,1,F,0.11507605
cnn,k0,r4,1,D,0.017186211
cnn,k0,r4,1,G,0.054427084
cnn,k0,r4,2,C,0.050104234
cnn,k0,r4,2,E,0.07103872
cnn,k0,r4,2,F,0.07341272
cnn,k0,r4,2,D,0.085438356
cnn,k0,r4,2,G,0.025826493
cnn,k0,r4,3,C,0.05855532
cnn,k0,r4,3,E,0.10029189
cnn,k0,r4,3,F,0.005446962
cnn,k0,r4,3,D,0.16317853
cnn,k0,r4,3,G,0.045568902
cnn,k0,r4,4,C,0.024949523
cnn,k0,r4,4,E,0.13144732
cnn,k0,r4,4,F,0.13490942
cnn,k0,r4,4,D,0.07381185
cnn,k0,r4,4,G,0.13250613
cnn,k0,r4,5,C,0.0410146
cnn,k0,r4,5,E,0.090680376
cnn,k0,r4,5,F,0.13541605
cnn,k0,r4,5,D,0.025168866
cnn,k0,r4,5,G,0.123756126
cnn,k0,r7,0,C,0.116094604
cnn,k0,r7,0,E,0.032379057
cnn,k0,r7,0,F,0.009122287
cnn,k0,r7,0,D,0.028784497
cnn,k0,r7,0,G,0.058759052
cnn,k0,r7,1,C,0.006120513
cnn,k0,r7,1,E,0.1496514
cnn,k0,r7,1,F,0.1115445
cnn,k0,r7,1,D,0.038433097
cnn,k0,r7,1,G,0.12612006
cnn,k0,r7,2,C,0.025340116
cnn,k0,r7,2,E,0.17269878
cnn,k0,r7,2,F,0.041790664
cnn,k0,r7,2,D,0.09875147
cnn,k0,r7,2,G,0.19174853
cnn,k0,r7,3,C,0.14630966
cnn,k0,r7,3,E,0.009304398
cnn,k0,r7,3,F,0.0047749346
cnn,k0,r7,3,D,0.016726132
cnn,k0,r7,3,G,0.16595675
cnn,k0,r7,4,C,0.0070170746
cnn,k0,r7,4,E,0.11003292
cnn,k0,r7,4,F,0.03268728
cnn,k0,r7,4,D,0.042255573
cnn,k0,r7,4,G,0.019493535
cnn,k0,r7,5,C,0.113901645
cnn,k0,r7,5,E,0.18219735
cnn,k0,r7,5,F,0.059143968
cnn,k0,r7,5,D,0.08768053
cnn,k0,r7,5,G,0.06444408
cnn,k0,r2,0,C,0.041663203
cnn,k0,r2,0,E,0.11297522
cnn,k0,r2,0,F,0.048796885
cnn,k0,r2,0,D,0.06761956
cnn,k0,r2,0,G,0.020732798
cnn,k0,r2,1,C,0.0039045508
cnn,k0,r2,1,E,0.028442733
cnn,k0,r2,1,F,0.030477015
cnn,k0,r2,1,D,0.15461434
cnn,k0,r2,1,G,0.02349569
cnn,k0,r2,2,C,0.16631182
cnn,k0,r2,2,E,0.158874
cnn,k0,r2,2,F,0.09177799
cnn,k0,r2,2,D,0.04381674
cnn,k0,r2,2,G,0.15738706
cnn,k0,r2,3,C,0.090098314
cnn,k0,r2,3,E,0.076035224
cnn,k0,r2,3,F,0.02827244
cnn,k0,r2,3,D,0.10378741
cnn,k0,r2,3,G,0.015753046
cnn,k0,r2,4,C,0.055757366
cnn,k0,r2,4,E,0.10183562
cnn,k0,r2,4,F,0.056899484
cnn,k0,r2,4,D,0.065788396
cnn,k0,r2,4,G,0.053406358
cnn,k0,r2,5,C,0.028567879
cnn,k0,r2,5,E,0.15568092
cnn,k0,r2,5,F,0.049777694
cnn,k0,r2,5,D,0.047482513
cnn,k0,r2,5,G,0.029613012
cnn,k1,r5,0,C,0.04848569
cnn,k1,r5,0,E,0.05193445
cnn,k1,r5,0,F,0.07497459
cnn,k1,r5,0,D,0.039976567
cnn,k1,r5,0,G,0.050787468
cnn,k1,r5,1,C,0.1001442
cnn,k1,r5,1,E,0.071880594
cnn,k1,r5,1,F,0.08298298
cnn,k1,r5,1,D,0.063869536
cnn,k1,r5,1,G,0.08377194
cnn,k1,r5,2,C,0.07927193
cnn,k1,r5,2,E,0.080608204
cnn,k1,r5,2,F,0.1069403
cnn,k1,r5,2,D,0.080494195
cnn,k1,r5,2,G,0.10071005
cnn,k1,r5,3,C,0.09759834
cnn,k1,r5,3,E,0.102472074
cnn,k1,r5,3,F,0.074084766
cnn,k1,r5,3,D,0.095189616
cnn,k1,r5,3,G,0.110313125
cnn,k1,r5,4,C,0.116252795
cnn,k1,r5,4,E,0.13408011
cnn,k1,r5,4,F,0.1764243
cnn,k1,r5,4,D,0.10242636
cnn,k1,r5,4,G,0.14404911
cnn,k1,r5,5,C,0.088506095
cnn,k1,r5,5,E,0.10770768
cnn,k1,r5,5,F,0.07470082
cnn,k1,r5,5,D,0.070225455
cnn,k1,r5,5,G,0.09884234
cnn,k1,r4,0,C,0.096530855
cnn,k1,r4,0,E,0.1031584
cnn,k1,r4,0,F,0.07731339
cnn,k1,r4,0,D,0.10950439
cnn,k1,r4,0,G,0.07805915
cnn,k1,r4,1,C,0.10676661
cnn,k1,r4,1,E,0.09974513
cnn,k1,r4,1,F,0.13470794
cnn,k1,r4,1,D,0.13634244
cnn,k1,r4,1,G,0.12712188
cnn,k1,r4,2,C,0.082977705
cnn,k1,r4,2,E,0.053323314
cnn,k1,r4,2,F,0.07492434
cnn,k1,r4,2,D,0.061289232
cnn,k1,r4,2,G,0.07676639
cnn,k1,r4,3,C,0.065130465
cnn,k1,r4,3,E,0.07650548
cnn,k1,r4,3,F,0.04344239
cnn,k1,r4,3,D,0.056157045
cnn,k1,r4,3,G,0.061077468
cnn,k1,r4,4,C,0.18929905
cnn,k1,r4,4,E,0.110554904
cnn,k1,r4,4,F,0.14339899
cnn,k1,r4,4,D,0.1934212
cnn,k1,r4,4,G,0.16645493
cnn,k1,r4,5,C,0.075272515
cnn,k1,r4,5,E,0.13419217
cnn,k1,r4,5,F,0.058109
cnn,k1,r4,5,D,0.09539128
cnn,k1,r4,5,G,0.10996454
cnn,k1,r7,0,C,0.08803403
cnn,k1,r7,0,E,0.10525134
cnn,k1,r7,0,F,0.11706026
cnn,k1,r7,0,D,0.11372214
cnn,k1,r7,0,G,0.117589734
cnn,k1,r7,1,C,0.12928006
cnn,k1,r7,1,E,0.10582296
cnn,k1,r7,1,F,0.088744804
cnn,k1,r7,1,D,0.09664588
cnn,k1,r7,1,G,0.059930198
cnn,k1,r7,2,C,0.10241458
cnn,k1,r7,2,E,0.099938415
cnn,k1,r7,2,F,0.15650472
cnn,k1,r7,2,D,0.09545368
cnn,k1,r7,2,G,0.15045317
cnn,k1,r7,3,C,0.040480305
cnn,k1,r7,3,E,0.10272548
cnn,k1,r7,3,F,0.080878235
cnn,k1,r7,3,D,0.15872626
cnn,k1,r7,3,G,0.06524291
cnn,k1,r7,4,C,0.051832546
cnn,k1,r7,4,E,0.06620893
cnn,k1,r7,4,F,0.06852422
cnn,k1,r7,4,D,0.065963045
cnn,k1,r7,4,G,0.06524766
cnn,k1,r7,5,C,0.09761755
cnn,k1,r7,5,E,0.14974992
cnn,k1,r7,5,F,0.10463931
cnn,k1,r7,5,D,0.11956207
cnn,k1,r7,5,G,0.12504381
cnn,k1,r2,0,C,0.1088916
cnn,k1,r2,0,E,0.1180402
cnn,k1,r2,0,F,0.118338004
cnn,k1,r2,0,D,0.096709184
cnn,k1,r2,0,G,0.09379016
cnn,k1,r2,1,C,0.08101953
cnn,k1,r2,1,E,0.06770946
cnn,k1,r2,1,F,0.08609935
cnn,k1,r2,1,D,0.07147871
cnn,k1,r2,1,G,0.07133087
cnn,k1,r2,2,C,0.20202763
cnn,k1,r2,2,E,0.12751421
cnn,k1,r2,2,F,0.18354529
cnn,k1,r2,2,D,0.14326116
cnn,k1,r2,2,G,0.1804784
cnn,k1,r2,3,C,0.07952145
cnn,k1,r2,3,E,0.07235378
cnn,k1,r2,3,F,0.059866894
cnn,k1,r2,3,D,0.09225312
cnn,k1,r2,3,G,0.107707456
cnn,k1,r2,4,C,0.14291354
cnn,k1,r2,4,E,0.0978087
cnn,k1,r2,4,F,0.074626215
cnn,k1,r2,4,D,0.08481328
cnn,k1,r2,4,G,0.10979928
cnn,k1,r2,5,C,0.0694355
cnn,k1,r2,5,E,0.07128903
cnn,k1,r2,5,F,0.070633575
cnn,k1,r2,5,D,0.07250711
cnn,k1,r2,5,G,0.10790744
cnn,k2,r5,0,C,0.13085921
cnn,k2,r5,0,E,0.13477527
cnn,k2,r5,0,F,0.1427865
cnn,k2,r5,0,D,0.13889259
cnn,k2,r5,0,G,0.14099532
cnn,k2,r5,1,C,0.09867181
cnn,k2,r5,1,E,0.09865984
cnn,k2,r5,1,F,0.11224351
cnn,k2,r5,1,D,0.10684088
cnn,k2,r5,1,G,0.091497354
cnn,k2,r5,2,C,0.13000317
cnn,k2,r5,2,E,0.1335074
cnn,k2,r5,2,F,0.1274666
cnn,k2,r5,2,D,0.13139996
cnn,k2,r5,2,G,0.13760364
cnn,k2,r5,3,C,0.10923367
cnn,k2,r5,3,E,0.11933337
cnn,k2,r5,3,F,0.11911115
cnn,k2,r5,3,D,0.11331454
cnn,k2,r5,3,G,0.12545933
cnn,k2,r5,4,C,0.10207109
cnn,k2,r5,4,E,0.10261356
cnn,k2,r5,4,F,0.09334497
cnn,k2,r5,4,D,0.09424279
cnn,k2,r5,4,G,0.0957691
cnn,k2,r5,5,C,0.10743258
cnn,k2,r5,5,E,0.11243436
cnn,k2,r5,5,F,0.11473139
cnn,k2,r5,5,D,0.106540866
cnn,k2,r5,5,G,0.124353506
cnn,k2,r4,0,C,0.16767648
cnn,k2,r4,0,E,0.15536964
cnn,k2,r4,0,F,0.16401389
cnn,k2,r4,0,D,0.15664569
cnn,k2,r4,0,G,0.17385076
cnn,k2,r4,1,C,0.09261873
cnn,k2,r4,1,E,0.099364966
cnn,k2,r4,1,F,0.08226561
cnn,k2,r4,1,D,0.1024604
cnn,k2,r4,1,G,0.077354595
cnn,k2,r4,2,C,0.095003754
cnn,k2,r4,2,E,0.08852897
cnn,k2,r4,2,F,0.09278736
cnn,k2,r4,2,D,0.086686015
cnn,k2,r4,2,G,0.08185855
cnn,k2,r4,3,C,0.12550269
cnn,k2,r4,3,E,0.14571239
cnn,k2,r4,3,F,0.13450453
cnn,k2,r4,3,D,0.12978366
cnn,k2,r4,3,G,0.13629119
cnn,k2,r4,4,C,0.06306026
cnn,k2,r4,4,E,0.066129506
cnn,k2,r4,4,F,0.05859176
cnn,k2,r4,4,D,0.06725483
cnn,k2,r4,4,G,0.05965517
cnn,k2,r4,5,C,0.108473025
cnn,k2,r4,5,E,0.12695363
cnn,k2,r4,5,F,0.121760905
cnn,k2,r4,5,D,0.12553114
cnn,k2,r4,5,G,0.119302206
cnn,k2,r7,0,C,0.12288562
cnn,k2,r7,0,E,0.11286209
cnn,k2,r7,0,F,0.11261858
cnn,k2,r7,0,D,0.12901147
cnn,k2,r7,0,G,0.09759959
cnn,k2,r7,1,C,0.13616583
cnn,k2,r7,1,E,0.13160497
cnn,k2,r7,1,F,0.12280327
cnn,k2,r7,1,D,0.13729556
cnn,k2,r7,1,G,0.1362541
cnn,k2,r7,2,C,0.11503014
cnn,k2,r7,2,E,0.12565778
cnn,k2,r7,2,F,0.118211344
cnn,k2,r7,2,D,0.12545855
cnn,k2,r7,2,G,0.12607205
cnn,k2,r7,3,C,0.11084126
cnn,k2,r7,3,E,0.08994656
cnn,k2,r7,3,F,0.09482132
cnn,k2,r7,3,D,0.092444465
cnn,k2,r7,3,G,0.08650817
cnn,k2,r7,4,C,0.12183448
cnn,k2,r7,4,E,0.11267079
cnn,k2,r7,4,F,0.11782605
cnn,k2,r7,4,D,0.11052544
cnn,k2,r7,4,G,0.11235421
cnn,k2,r7,5,C,0.115982026
cnn,k2,r7,5,E,0.11761173
cnn,k2,r7,5,F,0.106452756
cnn,k2,r7,5,D,0.11204763
cnn,k2,r7,5,G,0.108298704
cnn,k2,r2,0,C,0.12112407
cnn,k2,r2,0,E,0.12815928
cnn,k2,r2,0,F,0.13135964
cnn,k2,r2,0,D,0.13398632
cnn,k2,r2,0,G,0.12430701
cnn,k2,r2,1,C,0.1088392
cnn,k2,r2,1,E,0.10889957
cnn,k2,r2,1,F,0.10376377
cnn,k2,r2,1,D,0.103903644
cnn,k2,r2,1,G,0.1086085
cnn,k2,r2,2,C,0.110764325
cnn,k2,r2,2,E,0.09618613
cnn,k2,r2,2,F,0.10817345
cnn,k2,r2,2,D,0.12183715
cnn,k2,r2,2,G,0.11114984
cnn,k2,r2,3,C,0.12853464
cnn,k2,r2,3,E,0.10808291
cnn,k2,r2,3,F,0.13376081
cnn,k2,r2,3,D,0.110198215
cnn,k2,r2,3,G,0.124676585
cnn,k2,r2,4,C,0.085545056
cnn,k2,r2,4,E,0.07534381
cnn,k2,r2,4,F,0.088848166
cnn,k2,r2,4,D,0.0768006
cnn,k2,r2,4,G,0.098806396
cnn,k2,r2,5,C,0.094920546
cnn,k2,r2,5,E,0.08580905
cnn,k2,r2,5,F,0.083558254
cnn,k2,r2,5,D,0.10229806
cnn,k2,r2,5,G,0.096158564
cnn,k3,r5,0,C,0.12328687
cnn,k3,r5,0,E,0.12900586
cnn,k3,r5,0,F,0.13300303
cnn,k3,r5,0,D,0.12935369
cnn,k3,r5,0,G,0.12583572
cnn,k3,r5,1,C,0.14286245
cnn,k3,r5,1,E,0.14720415
cnn,k3,r5,1,F,0.14670463
cnn,k3,r5,1,D,0.14959389
cnn,k3,r5,1,G,0.14465357
cnn,k3,r5,2,C,0.09410321
cnn,k3,r5,2,E,0.0911612
cnn,k3,r5,2,F,0.090675354
cnn,k3,r5,2,D,0.09101309
cnn,k3,r5,2,G,0.09500237
cnn,k3,r5,3,C,0.11386125
cnn,k3,r5,3,E,0.10872602
cnn,k3,r5,3,F,0.10923587
cnn,k3,r5,3,D,0.10819818
cnn,k3,r5,3,G,0.11360193
cnn,k3,r5,4,C,0.14172003
cnn,k3,r5,4,E,0.14493269
cnn,k3,r5,4,F,0.14507622
cnn,k3,r5,4,D,0.14364411
cnn,k3,r5,4,G,0.15158056
cnn,k3,r5,5,C,0.13499677
cnn,k3,r5,5,E,0.13920385
cnn,k3,r5,5,F,0.14080767
cnn,k3,r5,5,D,0.14208278
cnn,k3,r5,5,G,0.13352957
cnn,k3,r4,0,C,0.12678258
cnn,k3,r4,0,E,0.13025202
cnn,k3,r4,0,F,0.122218914
cnn,k3,r4,0,D,0.13468003
cnn,k3,r4,0,G,0.12959614
cnn,k3,r4,1,C,0.084659085
cnn,k3,r4,1,E,0.09235705
cnn,k3,r4,1,F,0.09250446
cnn,k3,r4,1,D,0.09572091
cnn,k3,r4,1,G,0.09022319
cnn,k3,r4,2,C,0.14858373
cnn,k3,r4,2,E,0.1456046
cnn,k3,r4,2,F,0.14478931
cnn,k3,r4,2,D,0.14342071
cnn,k3,r4,2,G,0.14471959
cnn,k3,r4,3,C,0.119852625
cnn,k3,r4,3,E,0.11298052
cnn,k3,r4,3,F,0.11431519
cnn,k3,r4,3,D,0.120938316
cnn,k3,r4,3,G,0.109653
cnn,k3,r4,4,C,0.12928748
cnn,k3,r4,4,E,0.13553265
cnn,k3,r4,4,F,0.1334711
cnn,k3,r4,4,D,0.12990849
cnn,k3,r4,4,G,0.12536594
cnn,k3,r4,5,C,0.16341683
cnn,k3,r4,5,E,0.16136386
cnn,k3,r4,5,F,0.15777156
cnn,k3,r4,5,D,0.16510154
cnn,k3,r4,5,G,0.15303686
cnn,k3,r7,0,C,0.13780074
cnn,k3,r7,0,E,0.13931488
cnn,k3,r7,0,F,0.1336032
cnn,k3,r7,0,D,0.13084109
cnn,k3,r7,0,G,0.1374474
cnn,k3,r7,1,C,0.15176323
cnn,k3,r7,1,E,0.14638862
cnn,k3,r7,1,F,0.14861462
cnn,k3,r7,1,D,0.14966837
cnn,k3,r7,1,G,0.14934139
cnn,k3,r7,2,C,0.15154816
cnn,k3,r7,2,E,0.15105355
cnn,k3,r7,2,F,0.14733948
cnn,k3,r7,2,D,0.15109748
cnn,k3,r7,2,G,0.14656495
cnn,k3,r7,3,C,0.13197745
cnn,k3,r7,3,E,0.1300534
cnn,k3,r7,3,F,0.12899458
cnn,k3,r7,3,D,0.13221392
cnn,k3,r7,3,G,0.13132459
cnn,k3,r7,4,C,0.12669638
cnn,k3,r7,4,E,0.13228182
cnn,k3,r7,4,F,0.13505673
cnn,k3,r7,4,D,0.13393156
cnn,k3,r7,4,G,0.12569617
cnn,k3,r7,5,C,0.0926227
cnn,k3,r7,5,E,0.09348834
cnn,k3,r7,5,F,0.09294053
cnn,k3,r7,5,D,0.089112304
cnn,k3,r7,5,G,0.09637298
cnn,k3,r2,0,C,0.14867547
cnn,k3,r2,0,E,0.14439046
cnn,k3,r2,0,F,0.1488574
cnn,k3,r2,0,D,0.15317842
cnn,k3,r2,0,G,0.1459737
cnn,k3,r2,1,C,0.12738518
cnn,k3,r2,1,E,0.13054425
cnn,k3,r2,1,F,0.1289403
cnn,k3,r2,1,D,0.12816164
cnn,k3,r2,1,G,0.12795894
cnn,k3,r2,2,C,0.11150033
cnn,k3,r2,2,E,0.114161484
cnn,k3,r2,2,F,0.10989612
cnn,k3,r2,2,D,0.112133935
cnn,k3,r2,2,G,0.1166068
cnn,k3,r2,3,C,0.14560452
cnn,k3,r2,3,E,0.14800608
cnn,k3,r2,3,F,0.1472746
cnn,k3,r2,3,D,0.14861612
cnn,k3,r2,3,G,0.14157271
cnn,k3,r2,4,C,0.149226
cnn,k3,r2,4,E,0.15112904
cnn,k3,r2,4,F,0.14755896
cnn,k3,r2,4,D,0.14637634
cnn,k3,r2,4,G,0.14622591
cnn,k3,r2,5,C,0.09665393
cnn,k3,r2,5,E,0.09428018
cnn,k3,r2,5,F,0.08958159
cnn,k3,r2,5,D,0.09115904
cnn,k3,r2,5,G,0.09380898
cnn,k4,r5,0,C,0.1489636
cnn,k4,r5,0,E,0.1500247
cnn,k4,r5,0,F,0.14862189
cnn,k4,r5,0,D,0.15044516
cnn,k4,r5,0,G,0.15000089
cnn,k4,r5,1,C,0.14900237
cnn,k4,r5,1,E,0.14908895
cnn,k4,r5,1,F,0.14724816
cnn,k4,r5,1,D,0.14777815
cnn,k4,r5,1,G,0.1498048
cnn,k4,r5,2,C,0.16324463
cnn,k4,r5,2,E,0.16426058
cnn,k4,r5,2,F,0.16517843
cnn,k4,r5,2,D,0.16185604
cnn,k4,r5,2,G,0.1629609
cnn,k4,r5,3,C,0.1360496
cnn,k4,r5,3,E,0.13476902
cnn,k4,r5,3,F,0.13188878
cnn,k4,r5,3,D,0.13543259
cnn,k4,r5,3,G,0.13750103
cnn,k4,r5,4,C,0.1502026
cnn,k4,r5,4,E,0.14875731
cnn,k4,r5,4,F,0.14669737
cnn,k4,r5,4,D,0.14977372
cnn,k4,r5,4,G,0.14909688
cnn,k4,r5,5,C,0.15015459
cnn,k4,r5,5,E,0.15272835
cnn,k4,r5,5,F,0.15078707
cnn,k4,r5,5,D,0.14746885
cnn,k4,r5,5,G,0.14952756
cnn,k4,r4,0,C,0.13875227
cnn,k4,r4,0,E,0.14169563
cnn,k4,r4,0,F,0.14176972
cnn,k4,r4,0,D,0.14380376
cnn,k4,r4,0,G,0.13941629
cnn,k4,r4,1,C,0.1298649
cnn,k4,r4,1,E,0.13076578
cnn,k4,r4,1,F,0.12968414
cnn,k4,r4,1,D,0.12961715
cnn,k4,r4,1,G,0.12488993
cnn,k4,r4,2,C,0.15591712
cnn,k4,r4,2,E,0.15667216
cnn,k4,r4,2,F,0.15440327
cnn,k4,r4,2,D,0.15364446
cnn,k4,r4,2,G,0.15482123
cnn,k4,r4,3,C,0.15350787
cnn,k4,r4,3,E,0.15181711
cnn,k4,r4,3,F,0.1565644
cnn,k4,r4,3,D,0.15862757
cnn,k4,r4,3,G,0.15486282
cnn,k4,r4,4,C,0.1267459
cnn,k4,r4,4,E,0.12724993
cnn,k4,r4,4,F,0.12564297
cnn,k4,r4,4,D,0.12667933
cnn,k4,r4,4,G,0.12617344
cnn,k4,r4,5,C,0.14041628
cnn,k4,r4,5,E,0.14307721
cnn,k4,r4,5,F,0.14553156
cnn,k4,r4,5,D,0.13956887
cnn,k4,r4,5,G,0.14162238
cnn,k4,r7,0,C,0.13871454
cnn,k4,r7,0,E,0.14295197
cnn,k4,r7,0,F,0.13937049
cnn,k4,r7,0,D,0.13999292
cnn,k4,r7,0,G,0.14080347
cnn,k4,r7,1,C,0.12719803
cnn,k4,r7,1,E,0.12831978
cnn,k4,r7,1,F,0.12730445
cnn,k4,r7,1,D,0.13194788
cnn,k4,r7,1,G,0.12848938
cnn,k4,r7,2,C,0.1253333
cnn,k4,r7,2,E,0.1260805
cnn,k4,r7,2,F,0.12470133
cnn,k4,r7,2,D,0.12571137
cnn,k4,r7,2,G,0.12424004
cnn,k4,r7,3,C,0.15348728
cnn,k4,r7,3,E,0.1546442
cnn,k4,r7,3,F,0.15505476
cnn,k4,r7,3,D,0.15360951
cnn,k4,r7,3,G,0.15741237
cnn,k4,r7,4,C,0.15724948
cnn,k4,r7,4,E,0.1572383
cnn,k4,r7,4,F,0.1544867
cnn,k4,r7,4,D,0.15693988
cnn,k4,r7,4,G,0.15855405
cnn,k4,r7,5,C,0.14491919
cnn,k4,r7,5,E,0.14430407
cnn,k4,r7,5,F,0.1447958
cnn,k4,r7,5,D,0.14425184
cnn,k4,r7,5,G,0.14525686
cnn,k4,r2,0,C,0.11045452
cnn,k4,r2,0,E,0.11009538
cnn,k4,r2,0,F,0.10864492
cnn,k4,r2,0,D,0.11036297
cnn,k4,r2,0,G,0.10805587
cnn,k4,r2,1,C,0.1549427
cnn,k4,r2,1,E,0.15761319
cnn,k4,r2,1,F,0.15549064
cnn,k4,r2,1,D,0.1523271
cnn,k4,r2,1,G,0.1525056
cnn,k4,r2,2,C,0.14159225
cnn,k4,r2,2,E,0.14170496
cnn,k4,r2,2,F,0.14153098
cnn,k4,r2,2,D,0.14224033
cnn,k4,r2,2,G,0.14309202
cnn,k4,r2,3,C,0.13703644
cnn,k4,r2,3,E,0.14358759
cnn,k4,r2,3,F,0.1435453
cnn,k4,r2,3,D,0.13946742
cnn,k4,r2,3,G,0.1433023
cnn,k4,r2,4,C,0.13865879
cnn,k4,r2,4,E,0.13838759
cnn,k4,r2,4,F,0.14025933
cnn,k4,r2,4,D,0.13958797
cnn,k4,r2,4,G,0.14488563
cnn,k4,r2,5,C,0.1568143
cnn,k4,r2,5,E,0.15817037
cnn,k4,r2,5,F,0.1572769
cnn,k4,r2,5,D,0.15511692
cnn,k4,r2,5,G,0.15699837
cnn,k5,r5,0,C,0.16485131
cnn,k5,r5,0,E,0.16415708
cnn,k5,r5,0,F,0.16695975
cnn,k5,r5,0,D,0.16322483
cnn,k5,r5,0,G,0.16201352
cnn,k5,r5,1,C,0.16394417
cnn,k5,r5,1,E,0.16174509
cnn,k5,r5,1,F,0.16384435
cnn,k5,r5,1,D,0.16525127
cnn,k5,r5,1,G,0.16225235
cnn,k5,r5,2,C,0.16269039
cnn,k5,r5,2,E,0.16533077
cnn,k5,r5,2,F,0.16480541
cnn,k5,r5,2,D,0.16244838
cnn,k5,r5,2,G,0.1644452
cnn,k5,r5,3,C,0.16210265
cnn,k5,r5,3,E,0.16377246
cnn,k5,r5,3,F,0.16314065
cnn,k5,r5,3,D,0.16548887
cnn,k5,r5,3,G,0.16418588
cnn,k5,r5,4,C,0.16272724
cnn,k5,r5,4,E,0.16510412
cnn,k5,r5,4,F,0.16442256
cnn,k5,r5,4,D,0.16523066
cnn,k5,r5,4,G,0.16564573
cnn,k5,r5,5,C,0.16362005
cnn,k5,r5,5,E,0.16062114
cnn,k5,r5,5,F,0.16004857
cnn,k5,r5,5,D,0.16218643
cnn,k5,r5,5,G,0.16317666
cnn,k5,r4,0,C,0.16103543
cnn,k5,r4,0,E,0.15942545
cnn,k5,r4,0,F,0.16147026
cnn,k5,r4,0,D,0.15980394
cnn,k5,r4,0,G,0.16003047
cnn,k5,r4,1,C,0.15994869
cnn,k5,r4,1,E,0.16073537
cnn,k5,r4,1,F,0.15841402
cnn,k5,r4,1,D,0.15842307
cnn,k5,r4,1,G,0.15803449
cnn,k5,r4,2,C,0.16320446
cnn,k5,r4,2,E,0.1603701
cnn,k5,r4,2,F,0.16059609
cnn,k5,r4,2,D,0.16092989
cnn,k5,r4,2,G,0.16199131
cnn,k5,r4,3,C,0.16043201
cnn,k5,r4,3,E,0.15945755
cnn,k5,r4,3,F,0.16036773
cnn,k5,r4,3,D,0.15953422
cnn,k5,r4,3,G,0.16055723
cnn,k5,r4,4,C,0.16161782
cnn,k5,r4,4,E,0.15812269
cnn,k5,r4,4,F,0.15791483
cnn,k5,r4,4,D,0.15885684
cnn,k5,r4,4,G,0.16087288
cnn,k5,r4,5,C,0.16247854
cnn,k5,r4,5,E,0.16325611
cnn,k5,r4,5,F,0.1608094
cnn,k5,r4,5,D,0.1597529
cnn,k5,r4,5,G,0.16157734
cnn,k5,r7,0,C,0.1600324
cnn,k5,r7,0,E,0.16028064
cnn,k5,r7,0,F,0.16063096
cnn,k5,r7,0,D,0.1588762
cnn,k5,r7,0,G,0.16000593
cnn,k5,r7,1,C,0.15865985
cnn,k5,r7,1,E,0.1610641
cnn,k5,r7,1,F,0.16001844
cnn,k5,r7,1,D,0.16039093
cnn,k5,r7,1,G,0.16249198
cnn,k5,r7,2,C,0.16138184
cnn,k5,r7,2,E,0.16078396
cnn,k5,r7,2,F,0.16192897
cnn,k5,r7,2,D,0.15911987
