model,landscape,replicate,fixed_site,data_split,mean_absolute_effects
blstm,k5,r4,1,F,0.15841402
blstm,k5,r4,1,C,0.15994869
blstm,k5,r4,1,D,0.15842307
blstm,k5,r4,1,G,0.15803449
blstm,k5,r4,2,E,0.1603701
blstm,k5,r4,2,F,0.16059609
blstm,k5,r4,2,C,0.16320446
blstm,k5,r4,2,D,0.16092989
blstm,k5,r4,2,G,0.16199131
blstm,k5,r4,3,E,0.15945755
blstm,k5,r4,3,F,0.16036773
blstm,k5,r4,3,C,0.16043201
blstm,k5,r4,3,D,0.15953422
blstm,k5,r4,3,G,0.16055723
blstm,k5,r4,4,E,0.15812269
blstm,k5,r4,4,F,0.15791483
blstm,k5,r4,4,C,0.16161782
blstm,k5,r4,4,D,0.15885684
blstm,k5,r4,4,G,0.16087288
blstm,k5,r4,5,E,0.16325611
blstm,k5,r4,5,F,0.1608094
blstm,k5,r4,5,C,0.16247854
blstm,k5,r4,5,D,0.1597529
blstm,k5,r4,5,G,0.16157734
cnn,k0,r0,0,E,0.033321153
cnn,k0,r0,0,F,0.0009059278
cnn,k0,r0,0,C,0.029822513
cnn,k0,r0,0,D,0.113561615
cnn,k0,r0,0,G,0.09997083
cnn,k0,r0,1,E,0.17604595
cnn,k0,r0,1,F,0.02096456
cnn,k0,r0,1,C,0.14656663
cnn,k0,r0,1,D,0.037673164
cnn,k0,r0,1,G,0.1219203
cnn,k0,r0,2,E,0.023225624
cnn,k0,r0,2,F,0.011164569
cnn,k0,r0,2,C,0.09611891
cnn,k0,r0,2,D,0.08424418
cnn,k0,r0,2,G,0.07068165
cnn,k0,r0,3,E,0.03369187
cnn,k0,r0,3,F,0.011814398
cnn,k0,r0,3,C,0.029885465
cnn,k0,r0,3,D,0.08534302
cnn,k0,r0,3,G,0.089679465
cnn,k0,r0,4,E,0.0103435125
cnn,k0,r0,4,F,0.122210406
cnn,k0,r0,4,C,0.019630793
cnn,k0,r0,4,D,0.0077043874
cnn,k0,r0,4,G,0.13756621
cnn,k0,r0,5,E,0.016521301
cnn,k0,r0,5,F,0.058761384
cnn,k0,r0,5,C,0.0057224794
cnn,k0,r0,5,D,0.020496713
cnn,k0,r0,5,G,0.12907268
cnn,k0,r5,0,E,0.20926572
cnn,k0,r5,0,F,0.13767095
cnn,k0,r5,0,C,0.065953836
cnn,k0,r5,0,D,0.018516796
cnn,k0,r5,0,G,0.026887167
cnn,k0,r5,1,E,0.103807
cnn,k0,r5,1,F,0.083634384
cnn,k0,r5,1,C,0.15820572
cnn,k0,r5,1,D,0.0007388553
cnn,k0,r5,1,G,0.080022685
cnn,k0,r5,2,E,0.03706935
cnn,k0,r5,2,F,0.057612713
cnn,k0,r5,2,C,0.018834224
cnn,k0,r5,2,D,0.0026267162
cnn,k0,r5,2,G,0.0884459
cnn,k0,r5,3,E,0.10333085
cnn,k0,r5,3,F,0.07708268
cnn,k0,r5,3,C,0.097211346
cnn,k0,r5,3,D,0.16658758
cnn,k0,r5,3,G,0.10435043
cnn,k0,r5,4,E,0.008586517
cnn,k0,r5,4,F,0.0071242736
cnn,k0,r5,4,C,0.026050717
cnn,k0,r5,4,D,0.13546696
cnn,k0,r5,4,G,0.012230428
cnn,k0,r5,5,E,0.017312061
cnn,k0,r5,5,F,0.06437873
cnn,k0,r5,5,C,0.03099595
cnn,k0,r5,5,D,0.04597736
cnn,k0,r5,5,G,0.107806295
cnn,k0,r6,0,E,0.13148381
cnn,k0,r6,0,F,0.018978441
cnn,k0,r6,0,C,0.049720168
cnn,k0,r6,0,D,0.058258403
cnn,k0,r6,0,G,0.0003021555
cnn,k0,r6,1,E,0.008547694
cnn,k0,r6,1,F,0.01722625
cnn,k0,r6,1,C,0.08781884
cnn,k0,r6,1,D,0.06583562
cnn,k0,r6,1,G,0.13637103
cnn,k0,r6,2,E,3.5414512e-05
cnn,k0,r6,2,F,0.08763305
cnn,k0,r6,2,C,0.18801641
cnn,k0,r6,2,D,0.12751746
cnn,k0,r6,2,G,0.11889264
cnn,k0,r6,3,E,0.13864918
cnn,k0,r6,3,F,0.08303561
cnn,k0,r6,3,C,0.13616036
cnn,k0,r6,3,D,0.15027681
cnn,k0,r6,3,G,0.0148428455
cnn,k0,r6,4,E,0.07746369
cnn,k0,r6,4,F,0.0032816776
cnn,k0,r6,4,C,0.11486473
cnn,k0,r6,4,D,0.12526044
cnn,k0,r6,4,G,0.14234586
cnn,k0,r6,5,E,0.011696366
cnn,k0,r6,5,F,0.09058597
cnn,k0,r6,5,C,0.00082959386
cnn,k0,r6,5,D,0.07446305
cnn,k0,r6,5,G,0.028331894
cnn,k0,r4,0,E,0.031086477
cnn,k0,r4,0,F,0.08901338
cnn,k0,r4,0,C,0.032262083
cnn,k0,r4,0,D,0.04232037
cnn,k0,r4,0,G,0.087184906
cnn,k0,r4,1,E,0.09087613
cnn,k0,r4,1,F,0.11507605
cnn,k0,r4,1,C,0.18132819
cnn,k0,r4,1,D,0.017186211
cnn,k0,r4,1,G,0.054427084
cnn,k0,r4,2,E,0.07103872
cnn,k0,r4,2,F,0.07341272
cnn,k0,r4,2,C,0.050104234
cnn,k0,r4,2,D,0.085438356
cnn,k0,r4,2,G,0.025826493
cnn,k0,r4,3,E,0.10029189
cnn,k0,r4,3,F,0.005446962
cnn,k0,r4,3,C,0.05855532
cnn,k0,r4,3,D,0.16317853
cnn,k0,r4,3,G,0.045568902
cnn,k0,r4,4,E,0.13144732
cnn,k0,r4,4,F,0.13490942
cnn,k0,r4,4,C,0.024949523
cnn,k0,r4,4,D,0.07381185
cnn,k0,r4,4,G,0.13250613
cnn,k0,r4,5,E,0.090680376
cnn,k0,r4,5,F,0.13541605
cnn,k0,r4,5,C,0.0410146
cnn,k0,r4,5,D,0.025168866
cnn,k0,r4,5,G,0.123756126
cnn,k1,r0,0,E,0.072474636
cnn,k1,r0,0,F,0.07904756
cnn,k1,r0,0,C,0.06898957
cnn,k1,r0,0,D,0.06262658
cnn,k1,r0,0,G,0.07207204
cnn,k1,r0,1,E,0.10957023
cnn,k1,r0,1,F,0.11089169
cnn,k1,r0,1,C,0.099944234
cnn,k1,r0,1,D,0.11134657
cnn,k1,r0,1,G,0.14252236
cnn,k1,r0,2,E,0.054089386
cnn,k1,r0,2,F,0.09624714
cnn,k1,r0,2,C,0.06971639
cnn,k1,r0,2,D,0.10765084
cnn,k1,r0,2,G,0.052148893
cnn,k1,r0,3,E,0.14587365
cnn,k1,r0,3,F,0.10912472
cnn,k1,r0,3,C,0.15471792
cnn,k1,r0,3,D,0.118994206
cnn,k1,r0,3,G,0.11034477
cnn,k1,r0,4,E,0.058726355
cnn,k1,r0,4,F,0.06343503
cnn,k1,r0,4,C,0.06806648
cnn,k1,r0,4,D,0.043095544
cnn,k1,r0,4,G,0.023189116
cnn,k1,r0,5,E,0.10888051
cnn,k1,r0,5,F,0.06615981
cnn,k1,r0,5,C,0.078429975
cnn,k1,r0,5,D,0.12869467
cnn,k1,r0,5,G,0.09108585
cnn,k1,r5,0,E,0.05193445
cnn,k1,r5,0,F,0.07497459
cnn,k1,r5,0,C,0.04848569
cnn,k1,r5,0,D,0.039976567
cnn,k1,r5,0,G,0.050787468
cnn,k1,r5,1,E,0.071880594
cnn,k1,r5,1,F,0.08298298
cnn,k1,r5,1,C,0.1001442
cnn,k1,r5,1,D,0.063869536
cnn,k1,r5,1,G,0.08377194
cnn,k1,r5,2,E,0.080608204
cnn,k1,r5,2,F,0.1069403
cnn,k1,r5,2,C,0.07927193
cnn,k1,r5,2,D,0.080494195
cnn,k1,r5,2,G,0.10071005
cnn,k1,r5,3,E,0.102472074
cnn,k1,r5,3,F,0.074084766
cnn,k1,r5,3,C,0.09759834
cnn,k1,r5,3,D,0.095189616
cnn,k1,r5,3,G,0.110313125
cnn,k1,r5,4,E,0.13408011
cnn,k1,r5,4,F,0.1764243
cnn,k1,r5,4,C,0.116252795
cnn,k1,r5,4,D,0.10242636
cnn,k1,r5,4,G,0.14404911
cnn,k1,r5,5,E,0.10770768
cnn,k1,r5,5,F,0.07470082
cnn,k1,r5,5,C,0.088506095
cnn,k1,r5,5,D,0.070225455
cnn,k1,r5,5,G,0.09884234
cnn,k1,r6,0,E,0.09100707
cnn,k1,r6,0,F,0.12786052
cnn,k1,r6,0,C,0.1357587
cnn,k1,r6,0,D,0.13494647
cnn,k1,r6,0,G,0.083543375
cnn,k1,r6,1,E,0.06264669
cnn,k1,r6,1,F,0.07342528
cnn,k1,r6,1,C,0.05338197
cnn,k1,r6,1,D,0.060784437
cnn,k1,r6,1,G,0.050696306
cnn,k1,r6,2,E,0.09518846
cnn,k1,r6,2,F,0.10247735
cnn,k1,r6,2,C,0.07107714
cnn,k1,r6,2,D,0.13042106
cnn,k1,r6,2,G,0.07982081
cnn,k1,r6,3,E,0.07931938
cnn,k1,r6,3,F,0.13950396
cnn,k1,r6,3,C,0.12396603
cnn,k1,r6,3,D,0.1266287
cnn,k1,r6,3,G,0.13473175
cnn,k1,r6,4,E,0.06478154
cnn,k1,r6,4,F,0.040970616
cnn,k1,r6,4,C,0.06601004
cnn,k1,r6,4,D,0.08117121
cnn,k1,r6,4,G,0.05470313
cnn,k1,r6,5,E,0.115785256
cnn,k1,r6,5,F,0.077410236
cnn,k1,r6,5,C,0.07092183
cnn,k1,r6,5,D,0.09554918
cnn,k1,r6,5,G,0.078708366
cnn,k1,r4,0,E,0.1031584
cnn,k1,r4,0,F,0.07731339
cnn,k1,r4,0,C,0.096530855
cnn,k1,r4,0,D,0.10950439
cnn,k1,r4,0,G,0.07805915
cnn,k1,r4,1,E,0.09974513
cnn,k1,r4,1,F,0.13470794
cnn,k1,r4,1,C,0.10676661
cnn,k1,r4,1,D,0.13634244
cnn,k1,r4,1,G,0.12712188
cnn,k1,r4,2,E,0.053323314
cnn,k1,r4,2,F,0.07492434
cnn,k1,r4,2,C,0.082977705
cnn,k1,r4,2,D,0.061289232
cnn,k1,r4,2,G,0.07676639
cnn,k1,r4,3,E,0.07650548
cnn,k1,r4,3,F,0.04344239
cnn,k1,r4,3,C,0.065130465
cnn,k1,r4,3,D,0.056157045
cnn,k1,r4,3,G,0.061077468
cnn,k1,r4,4,E,0.110554904
cnn,k1,r4,4,F,0.14339899
cnn,k1,r4,4,C,0.18929905
cnn,k1,r4,4,D,0.1934212
cnn,k1,r4,4,G,0.16645493
cnn,k1,r4,5,E,0.13419217
cnn,k1,r4,5,F,0.058109
cnn,k1,r4,5,C,0.075272515
cnn,k1,r4,5,D,0.09539128
cnn,k1,r4,5,G,0.10996454
cnn,k2,r0,0,E,0.13877743
cnn,k2,r0,0,F,0.13661143
cnn,k2,r0,0,C,0.1376478
cnn,k2,r0,0,D,0.12849073
cnn,k2,r0,0,G,0.14026684
cnn,k2,r0,1,E,0.11307411
cnn,k2,r0,1,F,0.1095315
cnn,k2,r0,1,C,0.12434921
cnn,k2,r0,1,D,0.12287307
cnn,k2,r0,1,G,0.12958996
cnn,k2,r0,2,E,0.099254355
cnn,k2,r0,2,F,0.09909557
cnn,k2,r0,2,C,0.09641168
cnn,k2,r0,2,D,0.09321973
cnn,k2,r0,2,G,0.092354104
cnn,k2,r0,3,E,0.13602224
cnn,k2,r0,3,F,0.11447654
cnn,k2,r0,3,C,0.107168116
cnn,k2,r0,3,D,0.11545734
cnn,k2,r0,3,G,0.14479113
cnn,k2,r0,4,E,0.09108577
cnn,k2,r0,4,F,0.086877756
cnn,k2,r0,4,C,0.091459736
cnn,k2,r0,4,D,0.08470762
cnn,k2,r0,4,G,0.07962354
cnn,k2,r0,5,E,0.14845192
cnn,k2,r0,5,F,0.12330016
cnn,k2,r0,5,C,0.13966073
cnn,k2,r0,5,D,0.15001054
cnn,k2,r0,5,G,0.14063092
cnn,k2,r5,0,E,0.13477527
cnn,k2,r5,0,F,0.1427865
cnn,k2,r5,0,C,0.13085921
cnn,k2,r5,0,D,0.13889259
cnn,k2,r5,0,G,0.14099532
cnn,k2,r5,1,E,0.09865984
cnn,k2,r5,1,F,0.11224351
cnn,k2,r5,1,C,0.09867181
cnn,k2,r5,1,D,0.10684088
cnn,k2,r5,1,G,0.091497354
cnn,k2,r5,2,E,0.1335074
cnn,k2,r5,2,F,0.1274666
cnn,k2,r5,2,C,0.13000317
cnn,k2,r5,2,D,0.13139996
cnn,k2,r5,2,G,0.13760364
cnn,k2,r5,3,E,0.11933337
cnn,k2,r5,3,F,0.11911115
cnn,k2,r5,3,C,0.10923367
cnn,k2,r5,3,D,0.11331454
cnn,k2,r5,3,G,0.12545933
cnn,k2,r5,4,E,0.10261356
cnn,k2,r5,4,F,0.09334497
cnn,k2,r5,4,C,0.10207109
cnn,k2,r5,4,D,0.09424279
cnn,k2,r5,4,G,0.0957691
cnn,k2,r5,5,E,0.11243436
cnn,k2,r5,5,F,0.11473139
cnn,k2,r5,5,C,0.10743258
cnn,k2,r5,5,D,0.106540866
cnn,k2,r5,5,G,0.124353506
cnn,k2,r6,0,E,0.09463264
cnn,k2,r6,0,F,0.095012836
cnn,k2,r6,0,C,0.09688755
cnn,k2,r6,0,D,0.0926736
cnn,k2,r6,0,G,0.08806976
cnn,k2,r6,1,E,0.13746136
cnn,k2,r6,1,F,0.1612443
cnn,k2,r6,1,C,0.13830064
cnn,k2,r6,1,D,0.14484482
cnn,k2,r6,1,G,0.15062463
cnn,k2,r6,2,E,0.11518956
cnn,k2,r6,2,F,0.12077733
cnn,k2,r6,2,C,0.12214079
cnn,k2,r6,2,D,0.107982695
cnn,k2,r6,2,G,0.13172099
cnn,k2,r6,3,E,0.09952985
cnn,k2,r6,3,F,0.11196777
cnn,k2,r6,3,C,0.091464244
cnn,k2,r6,3,D,0.10064931
cnn,k2,r6,3,G,0.09642524
cnn,k2,r6,4,E,0.08267517
cnn,k2,r6,4,F,0.078748204
cnn,k2,r6,4,C,0.078543894
cnn,k2,r6,4,D,0.06736592
cnn,k2,r6,4,G,0.07350801
cnn,k2,r6,5,E,0.14590803
cnn,k2,r6,5,F,0.1383519
cnn,k2,r6,5,C,0.16783874
cnn,k2,r6,5,D,0.16749065
cnn,k2,r6,5,G,0.16087328
cnn,k2,r4,0,E,0.15536964
cnn,k2,r4,0,F,0.16401389
cnn,k2,r4,0,C,0.16767648
cnn,k2,r4,0,D,0.15664569
cnn,k2,r4,0,G,0.17385076
cnn,k2,r4,1,E,0.099364966
cnn,k2,r4,1,F,0.08226561
cnn,k2,r4,1,C,0.09261873
cnn,k2,r4,1,D,0.1024604
cnn,k2,r4,1,G,0.077354595
cnn,k2,r4,2,E,0.08852897
cnn,k2,r4,2,F,0.09278736
cnn,k2,r4,2,C,0.095003754
cnn,k2,r4,2,D,0.086686015
cnn,k2,r4,2,G,0.08185855
cnn,k2,r4,3,E,0.14571239
cnn,k2,r4,3,F,0.13450453
cnn,k2,r4,3,C,0.12550269
cnn,k2,r4,3,D,0.12978366
cnn,k2,r4,3,G,0.13629119
cnn,k2,r4,4,E,0.066129506
cnn,k2,r4,4,F,0.05859176
cnn,k2,r4,4,C,0.06306026
cnn,k2,r4,4,D,0.06725483
cnn,k2,r4,4,G,0.05965517
cnn,k2,r4,5,E,0.12695363
cnn,k2,r4,5,F,0.121760905
cnn,k2,r4,5,C,0.108473025
cnn,k2,r4,5,D,0.12553114
cnn,k2,r4,5,G,0.119302206
cnn,k3,r0,0,E,0.09097365
cnn,k3,r0,0,F,0.0889914
cnn,k3,r0,0,C,0.09164093
cnn,k3,r0,0,D,0.09267289
cnn,k3,r0,0,G,0.091169536
cnn,k3,r0,1,E,0.15226516
cnn,k3,r0,1,F,0.15505579
cnn,k3,r0,1,C,0.15622042
cnn,k3,r0,1,D,0.15431005
cnn,k3,r0,1,G,0.16133824
cnn,k3,r0,2,E,0.10952197
cnn,k3,r0,2,F,0.111694574
cnn,k3,r0,2,C,0.11087183
cnn,k3,r0,2,D,0.11016418
cnn,k3,r0,2,G,0.11734483
cnn,k3,r0,3,E,0.13755172
cnn,k3,r0,3,F,0.14151023
cnn,k3,r0,3,C,0.1350093
cnn,k3,r0,3,D,0.1464679
cnn,k3,r0,3,G,0.14208008
cnn,k3,r0,4,E,0.13618466
cnn,k3,r0,4,F,0.13631399
cnn,k3,r0,4,C,0.1423463
cnn,k3,r0,4,D,0.14193022
cnn,k3,r0,4,G,0.14043754
cnn,k3,r0,5,E,0.10731495
cnn,k3,r0,5,F,0.115850724
cnn,k3,r0,5,C,0.11036955
cnn,k3,r0,5,D,0.10495051
cnn,k3,r0,5,G,0.1077522
cnn,k3,r5,0,E,0.12900586
cnn,k3,r5,0,F,0.13300303
cnn,k3,r5,0,C,0.12328687
cnn,k3,r5,0,D,0.12935369
cnn,k3,r5,0,G,0.12583572
cnn,k3,r5,1,E,0.14720415
cnn,k3,r5,1,F,0.14670463
cnn,k3,r5,1,C,0.14286245
cnn,k3,r5,1,D,0.14959389
cnn,k3,r5,1,G,0.14465357
cnn,k3,r5,2,E,0.0911612
cnn,k3,r5,2,F,0.090675354
cnn,k3,r5,2,C,0.09410321
cnn,k3,r5,2,D,0.09101309
cnn,k3,r5,2,G,0.09500237
cnn,k3,r5,3,E,0.10872602
cnn,k3,r5,3,F,0.10923587
cnn,k3,r5,3,C,0.11386125
cnn,k3,r5,3,D,0.10819818
cnn,k3,r5,3,G,0.11360193
cnn,k3,r5,4,E,0.14493269
cnn,k3,r5,4,F,0.14507622
cnn,k3,r5,4,C,0.14172003
cnn,k3,r5,4,D,0.14364411
cnn,k3,r5,4,G,0.15158056
cnn,k3,r5,5,E,0.13920385
cnn,k3,r5,5,F,0.14080767
cnn,k3,r5,5,C,0.13499677
cnn,k3,r5,5,D,0.14208278
cnn,k3,r5,5,G,0.13352957
cnn,k3,r6,0,E,0.11813042
cnn,k3,r6,0,F,0.12669839
cnn,k3,r6,0,C,0.121520884
cnn,k3,r6,0,D,0.12868898
cnn,k3,r6,0,G,0.124402404
cnn,k3,r6,1,E,0.10162495
cnn,k3,r6,1,F,0.11003372
cnn,k3,r6,1,C,0.10379418
cnn,k3,r6,1,D,0.10315618
cnn,k3,r6,1,G,0.108725436
cnn,k3,r6,2,E,0.1296707
cnn,k3,r6,2,F,0.12994179
cnn,k3,r6,2,C,0.12067155
cnn,k3,r6,2,D,0.124747604
cnn,k3,r6,2,G,0.12589344
cnn,k3,r6,3,E,0.12344046
cnn,k3,r6,3,F,0.12201211
cnn,k3,r6,3,C,0.12753512
cnn,k3,r6,3,D,0.123470664
cnn,k3,r6,3,G,0.12757793
cnn,k3,r6,4,E,0.1191421
cnn,k3,r6,4,F,0.12462408
cnn,k3,r6,4,C,0.12587795
cnn,k3,r6,4,D,0.11854388
cnn,k3,r6,4,G,0.11850432
cnn,k3,r6,5,E,0.14260612
cnn,k3,r6,5,F,0.13641131
cnn,k3,r6,5,C,0.13533634
cnn,k3,r6,5,D,0.13375689
cnn,k3,r6,5,G,0.14260349
cnn,k3,r4,0,E,0.13025202
cnn,k3,r4,0,F,0.122218914
cnn,k3,r4,0,C,0.12678258
cnn,k3,r4,0,D,0.13468003
cnn,k3,r4,0,G,0.12959614
cnn,k3,r4,1,E,0.09235705
cnn,k3,r4,1,F,0.09250446
cnn,k3,r4,1,C,0.084659085
cnn,k3,r4,1,D,0.09572091
cnn,k3,r4,1,G,0.09022319
cnn,k3,r4,2,E,0.1456046
cnn,k3,r4,2,F,0.14478931
cnn,k3,r4,2,C,0.14858373
cnn,k3,r4,2,D,0.14342071
cnn,k3,r4,2,G,0.14471959
cnn,k3,r4,3,E,0.11298052
cnn,k3,r4,3,F,0.11431519
cnn,k3,r4,3,C,0.119852625
cnn,k3,r4,3,D,0.120938316
cnn,k3,r4,3,G,0.109653
cnn,k3,r4,4,E,0.13553265
cnn,k3,r4,4,F,0.1334711
cnn,k3,r4,4,C,0.12928748
cnn,k3,r4,4,D,0.12990849
cnn,k3,r4,4,G,0.12536594
cnn,k3,r4,5,E,0.16136386
cnn,k3,r4,5,F,0.15777156
cnn,k3,r4,5,C,0.16341683
cnn,k3,r4,5,D,0.16510154
cnn,k3,r4,5,G,0.15303686
cnn,k4,r0,0,E,0.15315954
cnn,k4,r0,0,F,0.15176724
cnn,k4,r0,0,C,0.15333271
cnn,k4,r0,0,D,0.15683833
cnn,k4,r0,0,G,0.15339124
cnn,k4,r0,1,E,0.14143422
cnn,k4,r0,1,F,0.14165804
cnn,k4,r0,1,C,0.13751301
cnn,k4,r0,1,D,0.14150539
cnn,k4,r0,1,G,0.14305468
cnn,k4,r0,2,E,0.12433119
cnn,k4,r0,2,F,0.12740548
cnn,k4,r0,2,C,0.12596503
cnn,k4,r0,2,D,0.12622356
cnn,k4,r0,2,G,0.1279358
cnn,k4,r0,3,E,0.12549894
cnn,k4,r0,3,F,0.12810574
cnn,k4,r0,3,C,0.12609401
cnn,k4,r0,3,D,0.12383191
cnn,k4,r0,3,G,0.1271665
cnn,k4,r0,4,E,0.153982
cnn,k4,r0,4,F,0.15323386
cnn,k4,r0,4,C,0.15389088
cnn,k4,r0,4,D,0.15313567
cnn,k4,r0,4,G,0.15627757
cnn,k4,r0,5,E,0.13749194
cnn,k4,r0,5,F,0.14241926
cnn,k4,r0,5,C,0.14153613
cnn,k4,r0,5,D,0.13905703
cnn,k4,r0,5,G,0.14221583
cnn,k4,r5,0,E,0.1500247
cnn,k4,r5,0,F,0.14862189
cnn,k4,r5,0,C,0.1489636
cnn,k4,r5,0,D,0.15044516
cnn,k4,r5,0,G,0.15000089
cnn,k4,r5,1,E,0.14908895
cnn,k4,r5,1,F,0.14724816
cnn,k4,r5,1,C,0.14900237
cnn,k4,r5,1,D,0.14777815
cnn,k4,r5,1,G,0.1498048
cnn,k4,r5,2,E,0.16426058
cnn,k4,r5,2,F,0.16517843
cnn,k4,r5,2,C,0.16324463
cnn,k4,r5,2,D,0.16185604
cnn,k4,r5,2,G,0.1629609
cnn,k4,r5,3,E,0.13476902
cnn,k4,r5,3,F,0.13188878
cnn,k4,r5,3,C,0.1360496
cnn,k4,r5,3,D,0.13543259
cnn,k4,r5,3,G,0.13750103
cnn,k4,r5,4,E,0.14875731
cnn,k4,r5,4,F,0.14669737
cnn,k4,r5,4,C,0.1502026
cnn,k4,r5,4,D,0.14977372
cnn,k4,r5,4,G,0.14909688
cnn,k4,r5,5,E,0.15272835
cnn,k4,r5,5,F,0.15078707
cnn,k4,r5,5,C,0.15015459
cnn,k4,r5,5,D,0.14746885
cnn,k4,r5,5,G,0.14952756
cnn,k4,r6,0,E,0.14225419
cnn,k4,r6,0,F,0.14732099
cnn,k4,r6,0,C,0.14568083
cnn,k4,r6,0,D,0.14739306
cnn,k4,r6,0,G,0.14558353
cnn,k4,r6,1,E,0.15749858
cnn,k4,r6,1,F,0.15829417
cnn,k4,r6,1,C,0.15889513
cnn,k4,r6,1,D,0.15651314
cnn,k4,r6,1,G,0.1633927
cnn,k4,r6,2,E,0.1450586
cnn,k4,r6,2,F,0.14469294
cnn,k4,r6,2,C,0.14503947
cnn,k4,r6,2,D,0.14444378
cnn,k4,r6,2,G,0.14836353
cnn,k4,r6,3,E,0.16051766
cnn,k4,r6,3,F,0.15612212
cnn,k4,r6,3,C,0.160447
cnn,k4,r6,3,D,0.15733317
cnn,k4,r6,3,G,0.15903577
cnn,k4,r6,4,E,0.11290211
cnn,k4,r6,4,F,0.11243097
cnn,k4,r6,4,C,0.10988129
cnn,k4,r6,4,D,0.112209626
cnn,k4,r6,4,G,0.111073986
cnn,k4,r6,5,E,0.14817894
cnn,k4,r6,5,F,0.14764935
cnn,k4,r6,5,C,0.14824317
cnn,k4,r6,5,D,0.14525987
cnn,k4,r6,5,G,0.14633755
cnn,k4,r4,0,E,0.14169563
cnn,k4,r4,0,F,0.14176972
cnn,k4,r4,0,C,0.13875227
cnn,k4,r4,0,D,0.14380376
cnn,k4,r4,0,G,0.13941629
cnn,k4,r4,1,E,0.13076578
cnn,k4,r4,1,F,0.12968414
cnn,k4,r4,1,C,0.1298649
cnn,k4,r4,1,D,0.12961715
cnn,k4,r4,1,G,0.12488993
cnn,k4,r4,2,E,0.15667216
cnn,k4,r4,2,F,0.15440327
cnn,k4,r4,2,C,0.15591712
cnn,k4,r4,2,D,0.15364446
cnn,k4,r4,2,G,0.15482123
cnn,k4,r4,3,E,0.15181711
cnn,k4,r4,3,F,0.1565644
cnn,k4,r4,3,C,0.15350787
cnn,k4,r4,3,D,0.15862757
cnn,k4,r4,3,G,0.15486282
cnn,k4,r4,4,E,0.12724993
cnn,k4,r4,4,F,0.12564297
cnn,k4,r4,4,C,0.1267459
cnn,k4,r4,4,D,0.12667933
cnn,k4,r4,4,G,0.12617344
cnn,k4,r4,5,E,0.14307721
cnn,k4,r4,5,F,0.14553156
cnn,k4,r4,5,C,0.14041628
cnn,k4,r4,5,D,0.13956887
cnn,k4,r4,5,G,0.14162238
cnn,k5,r0,0,E,0.15717486
cnn,k5,r0,0,F,0.1574875
cnn,k5,r0,0,C,0.15553632
cnn,k5,r0,0,D,0.15732656
cnn,k5,r0,0,G,0.15808539
cnn,k5,r0,1,E,0.15573877
cnn,k5,r0,1,F,0.15396504
cnn,k5,r0,1,C,0.15664808
cnn,k5,r0,1,D,0.15463153
cnn,k5,r0,1,G,0.15543249
cnn,k5,r0,2,E,0.15669744
cnn,k5,r0,2,F,0.15674774
cnn,k5,r0,2,C,0.15803301
cnn,k5,r0,2,D,0.15675612
cnn,k5,r0,2,G,0.15939766
cnn,k5,r0,3,E,0.15735409
cnn,k5,r0,3,F,0.15764879
cnn,k5,r0,3,C,0.15512042
cnn,k5,r0,3,D,0.15759604
cnn,k5,r0,3,G,0.15667509
cnn,k5,r0,4,E,0.15631898
cnn,k5,r0,4,F,0.15830469
cnn,k5,r0,4,C,0.15687385
cnn,k5,r0,4,D,0.15858613
cnn,k5,r0,4,G,0.15619813
cnn,k5,r0,5,E,0.1558392
cnn,k5,r0,5,F,0.15701821
cnn,k5,r0,5,C,0.15719517
cnn,k5,r0,5,D,0.15809567
cnn,k5,r0,5,G,0.15801354
cnn,k5,r5,0,E,0.16415708
cnn,k5,r5,0,F,0.16695975
cnn,k5,r5,0,C,0.16485131
cnn,k5,r5,0,D,0.16322483
cnn,k5,r5,0,G,0.16201352
cnn,k5,r5,1,E,0.16174509
cnn,k5,r5,1,F,0.16384435
cnn,k5,r5,1,C,0.16394417
cnn,k5,r5,1,D,0.16525127
cnn,k5,r5,1,G,0.16225235
cnn,k5,r5,2,E,0.16533077
cnn,k5,r5,2,F,0.16480541
cnn,k5,r5,2,C,0.16269039
cnn,k5,r5,2,D,0.16244838
cnn,k5,r5,2,G,0.1644452
cnn,k5,r5,3,E,0.16377246
cnn,k5,r5,3,F,0.16314065
cnn,k5,r5,3,C,0.16210265
cnn,k5,r5,3,D,0.16548887
cnn,k5,r5,3,G,0.16418588
cnn,k5,r5,4,E,0.16510412
cnn,k5,r5,4,F,0.16442256
cnn,k5,r5,4,C,0.16272724
cnn,k5,r5,4,D,0.16523066
cnn,k5,r5,4,G,0.16564573
cnn,k5,r5,5,E,0.16062114
cnn,k5,r5,5,F,0.16004857
cnn,k5,r5,5,C,0.16362005
cnn,k5,r5,5,D,0.16218643
cnn,k5,r5,5,G,0.16317666
cnn,k5,r6,0,E,0.15880866
cnn,k5,r6,0,F,0.15812626
cnn,k5,r6,0,C,0.16052163
cnn,k5,r6,0,D,0.15999271
cnn,k5,r6,0,G,0.1606953
cnn,k5,r6,1,E,0.15847407
cnn,k5,r6,1,F,0.15837145
cnn,k5,r6,1,C,0.15900068
cnn,k5,r6,1,D,0.16106898
cnn,k5,r6,1,G,0.15765725
cnn,k5,r6,2,E,0.15853973
cnn,k5,r6,2,F,0.1571785
cnn,k5,r6,2,C,0.15805292
cnn,k5,r6,2,D,0.1560276
